,country,egis_product,manufacturer,product,product_id,pack,pack_size,reimb_categ,reimbursment_per_unit,tablet_price_base,tablet_amount_base,product_units_base,lc_value_base,tablet_price_0p,tablet_amount_0p,product_units_0p,lc_value_0p,tablet_price_5p,tablet_amount_5p,product_units_5p,lc_value_5p,tablet_price_10p,tablet_amount_10p,product_units_10p,lc_value_10p,lc_value_w_reimb_0p,lc_value_w_reimb_5p,lc_value_w_reimb_10p,lc_value_abs_diff_5p,lc_value_perc_diff_5p,lc_value_abs_diff_10p,lc_value_perc_diff_10p
0,RU,TALLITON,CANONPHARMA PRODUC,CARVEDILOL CANON,RU105394,TABS 6.25MG 30,30,EDL,,3.023,3025110,100837,9341491,3.023,2839422,94647,8584962,3.175,2839422,94647,9014210,3.326,2839422,94647,9443458,,,,,,,
0,RU,TALLITON,CANONPHARMA PRODUC,CARVEDILOL CANON,RU103100,TABS 12.5MG 30,30,EDL,,3.846,1881750,62725,7166122,3.846,1759357,58645,6765638,4.038,1742969,58099,7037745,4.23,1742969,58099,7372876,,,,,,,
0,RU,TALLITON,OZON OOO,CARVEDILOL,RU89032,TABS 25MG 30,30,EDL,,6.966,5543820,184794,34449684,6.966,3890066,129669,27100145,7.315,3890066,129669,28455152,7.663,3890066,129669,29810159,,,,,,,
0,RU,MILURIT EXTENDED,EGIS,MILURIT,RU53272,TABS 300MG 30,30,EDL,,6.385,25001280,833376,122172339,6.385,24155614,805187,154242668,6.705,24155614,805187,161954801,7.024,24155614,805187,169666935,,,,,,,
0,RU,MILURIT EXTENDED,BERLIN-CH-MENARINI,ADENURIC,RU137670,FILM C.TABS 80MG 28,28,non EDL,,120.084,2644936,94462,312751400,120.084,1326041,47359,159236928,126.089,1326041,47359,167198774,132.093,1326041,47359,175160620,,,,,,,
0,RU,MILURIT EXTENDED,ORGANIKA PHFO RF,ALLOPURINOL,RU132740,TABS 300MG 30,30,EDL,,5.596,4697490,156583,20664778,5.596,1238821,41294,6933023,5.876,1238821,41294,7279674,6.156,1238821,41294,7626325,,,,,,,
0,RU,MILURIT EXTENDED,ATOLL OOO RF,ALLOPURINOL,RU148092,TABS 100MG 50,50,EDL,,1.951,12967600,259352,21691630,1.951,4664640,93293,9100124,2.048,4664640,93293,9555130,2.146,4664640,93293,10010136,,,,,,,
0,RU,MILURIT EXTENDED,PHARMASELECT INT.,COLCHICUM DISPERT,RU44462,C.TAB .5MG 20,20,non EDL,,53.689,1833480,91674,98707172,53.689,271877,13594,14596690,56.373,271877,13594,15326524,59.057,272336,13617,16083458,,,,,,,
0,RU,MILURIT EXTENDED,ALIUM PHARMA,AZURIX,RU151632,FILM C.TABS 80MG 30,30,non EDL,,69.215,1504770,50159,102583071,69.215,1880568,62686,130163743,72.676,1885495,62850,137030067,76.137,1885495,62850,143555309,,,,,,,
0,RU,MILURIT EXTENDED,BERLIN-CH-MENARINI,ADENURIC,RU137669,FILM C.TABS 120MG 28,28,non EDL,,141.198,694512,24804,91832048,141.198,68693,2453,9699344,148.258,68693,2453,10184311,155.318,68693,2453,10669278,,,,,,,
0,RU,MILURIT EXTENDED,ORGANIKA PHFO RF,ALLOPURINOL,RU25721,TABS 100MG 50,50,EDL,,2.835,24573650,491473,56798628,2.835,1972374,39447,5591847,2.977,1972374,39447,5871440,3.119,1972374,39447,6151032,,,,,,,
0,RU,MILURIT EXTENDED,EGIS,MILURIT,RU21426,TABS 100MG 50,50,EDL,,3.155,121054800,2421096,286426090,3.155,140474979,2809500,443218780,3.313,140474979,2809500,465379719,3.471,140474979,2809500,487540658,,,,,,,
0,HU,LORATADINE-A (default),TEVA,LORATADIN-RATIOPHA,HU532,TABS 10MG 30,30,Molecule fix,241.5,24.15,425970,14199,10287176,24.15,624729,20824,15087211,25.357,624729,20824,15841572,26.565,624729,20824,16595933,20116207.0,20870568.0,21624929.0,754361.0,3.7500160939882954,1508722.0,7.500032187976591
0,HU,LORATADINE-A (default),BAYER CONSUMER HEA,CLARITINE,HU477,TABS 10MG 10,10,Not reimbursed,0.0,122.22,101990,10199,12412577,122.22,2618902,261890,320082195,128.331,2618902,261890,336086305,134.442,2618902,261890,352090415,320082195.0,336086305.0,352090415.0,16004110.0,5.000000078104938,32008220.0,10.000000156209875
0,HU,LORATADINE-A (default),SANDOZ,LORATADIN HEXAL,HU531,TABS 10MG 30,30,Molecule fix,241.5,24.15,4367790,145593,105482128,24.15,2326890,77563,56194403,25.357,2326890,77563,59004123,26.565,2326890,77563,61813843,74925867.5,77735587.5,80545307.5,2809720.0,3.7499999582921077,5619440.0,7.4999999165842155
0,HU,LORATADINE-A (default),BAYER CONSUMER HEA,CLARITINE,HU516,TABS 10MG 30,30,Not reimbursed,0.0,83.545,3081810,102727,256299467,83.545,3027247,100908,252911340,87.722,3027247,100908,265556906,91.9,3027247,100908,278202473,252911340.0,265556906.0,278202473.0,12645566.0,4.999999604604523,25291133.0,9.999999604604524
0,HU,POVIDONE-IODINE-M (default),EGIS,BETADINE,HU4828,OINT 10% 20G,1,Not reimbursed,0.0,1639.05,243409,243409,384177351,1639.05,241251,241251,395422825,1721.002,241251,241251,415193966,1802.955,241251,241251,434965108,395422825.0,415193966.0,434965108.0,19771141.0,4.999999936776538,39542283.0,10.000000126446924
0,HU,GUANFACINE-A (default),EGIS,ESTULIC,HU641,TABS 1MG 20,20,25%,198.45,29.61,1156220,57811,34235674,29.61,1100188,55009,32576572,31.091,1100188,55009,34205400,32.571,1100188,55009,35834229,43493108.05,45121936.05,46750765.05,1628828.0,3.7450255293953414,3257657.0,7.490053358005534
0,HU,SULFAMETHOXAZOLE + TRIMETHOPRIM-D (default),EGIS,SUMETROLIM,HU253,SYRUP 100ML,1,25%,182.7,547.05,28257,28257,15457992,547.05,31307,31307,17126354,574.402,31307,31307,17982672,601.755,31307,31307,18838989,22846142.9,23702460.9,24558777.9,856318.0,3.748195061845648,1712635.0,7.496385746584822
0,HU,ESCHERICHIA COLI-M (default),EGIS,REPARON,HU4861,OINT 30G,1,Not reimbursed,0.0,2514.75,317775,317775,797985727,2514.75,440685,440685,1108213773,2640.488,440685,440685,1163624461,2766.225,440685,440685,1219035150,1108213773.0,1163624461.0,1219035150.0,55410688.0,4.999999941347057,110821377.0,9.99999997292941
0,HU,ESCHERICHIA COLI-M (default),EGIS,REPARON,HU178,SUPP 12,12,Not reimbursed,0.0,235.725,2776404,231367,652033569,235.725,2872997,239416,677237226,247.511,2872997,239416,711099088,259.298,2872997,239416,744960949,677237226.0,711099088.0,744960949.0,33861862.0,5.000000103361122,67723723.0,10.000000059063499
0,HU,INDAPAMIDE + PERINDOPRIL-A (default),SERVIER,PRETANIX KOMB FORT,HU903,8MG/2.5MGTAB 30,30,Molecule fix,1207.5,35.21,1234410,41147,43463576,35.21,1205382,40179,42441492,36.97,1205382,40179,44563566,38.731,1212818,40427,46973670,90957634.5,93079708.5,95789272.5,2122074.0,2.333035606813192,4831638.0,5.311965319414721
0,HU,INDAPAMIDE + PERINDOPRIL-A (default),KRKA,CO-PRENESSA,HU306,T 4MG/1.25MG 30,30,80%,679.35,34.405,9752880,325096,335547836,34.405,9718619,323954,334369081,36.125,9718619,323954,351087535,37.846,9718619,323954,367805989,554447230.9,571165684.9,587884138.9,16718454.0,3.015337270755589,33436908.0,6.030674541511178
0,HU,INDAPAMIDE + PERINDOPRIL-A (default),MYLAN EPD,PERIND-INDAPAM.MYL,HU858,4/1.25MG TB 30 BUBF,30,80%,679.35,9.065,1142070,38069,10352865,9.065,1178655,39289,10684511,9.518,1178655,39289,11218736,9.971,1178655,39289,11752962,37375493.150000006,37909718.150000006,38443944.150000006,534225.0,1.4293456887805638,1068451.0,2.8586940531111087
0,HU,INDAPAMIDE + PERINDOPRIL-A (default),GEDEON RICHTER,VIDOTIN KOMB,HU897,8/2.5MG TB 30 BLST,30,80%,1319.85,15.225,3506190,116873,53381743,15.225,3692753,123092,56222168,15.986,3692753,123092,59033277,16.748,3692753,123092,61844385,218685144.2,221496253.2,224307361.2,2811109.0,1.2854595177389283,5622217.0,2.5709185781994237
0,HU,INDAPAMIDE + PERINDOPRIL-A (default),EGIS,COVEREX-AS KOMB,HU3245,FILM TABS 30,30,80%,679.35,40.67,52877850,1762595,2150542159,40.67,53964629,1798821,2194741451,42.703,53964629,1798821,2304478523,44.737,53964629,1798821,2414215596,3416770497.3500004,3526507569.3500004,3636244642.3500004,109737072.0,3.211719139026474,219474145.0,6.4234383073203505
0,HU,INDAPAMIDE + PERINDOPRIL-A (default),KRKA,CO-PERINEVA,HU329,T.4MG/1.25MG 30,30,80%,679.35,22.47,13312230,443741,299125808,22.47,12942300,431410,290813480,23.594,11623953,387465,274249747,24.717,11623953,387465,287309258,583891863.5,537474094.75,550533605.75,-46417768.75,-7.949720085455516,-33358257.75,-5.7130883020088525
0,HU,INDAPAMIDE + PERINDOPRIL-A (default),KRKA,CO-PERINEVA,HU317,T. 8MG/2.5MG 30,30,80%,1319.85,18.375,5273670,175789,96903686,18.375,5291841,176395,97237573,19.294,5291841,176395,102099451,20.212,5291841,176395,106961330,330052513.75,334914391.75,339776270.75,4861878.0,1.473061951493772,9723757.0,2.9461242059696326
0,HU,INDAPAMIDE + PERINDOPRIL-A (default),GEDEON RICHTER,VIDOTIN KOMB,HU857,4/1.25MG TB 30 BLST,30,80%,679.35,27.405,21119250,703975,578773046,27.405,21309426,710314,583984825,28.775,21309426,710314,613184067,30.146,21309426,710314,642383308,1066536640.9000001,1095735882.9,1124935123.9,29199242.0,2.7377626684592977,58398483.0,5.475525243157166
0,HU,INDAPAMIDE + PERINDOPRIL-A (default),KRKA,CO-PRENESSA,HU313,T 8MG/2.5MG 30,30,80%,1319.85,18.34,6798150,226605,124678071,18.34,6635578,221186,121696509,19.257,6604204,220140,127177149,20.174,6604204,220140,133233204,413628851.09999996,417728928.0,423784983.0,4100076.9000000358,0.9912453855905692,10156131.900000036,2.45537318612832
0,HU,INDAPAMIDE + PERINDOPRIL-A (default),EGIS,COVEREX-AS KOMB,HU3831,FILM TABS FORT 30,30,Molecule fix,1207.5,35.21,32782260,1092742,1154263375,35.21,33269896,1108997,1171433039,36.97,33269896,1108997,1230004691,38.731,39019832,1300661,1511277125,2510546916.5,2569118568.5,3081825282.5,58571652.0,2.3330235979678813,571278366.0,22.755136032129197
0,HU,INDAPAMIDE + PERINDOPRIL-A (default),SERVIER,PRETANIX KOMB,HU330,T.4MG/1.25MG 30,30,80%,679.35,40.67,1369470,45649,55696345,40.67,1319769,43992,53675010,42.703,1320974,44032,56410207,44.737,1320974,44032,59096407,83560975.2,86323346.2,89009546.2,2762371.0,3.305814698055367,5448571.0,6.5204732076894185
0,HU,DIOSMIN-A (default),ZENTIVA,VENOTEC,HU6881,TABS 600MG 90,90,Not reimbursed,0.0,85.645,1018980,11322,85004677,85.645,6324575,70273,541668195,89.927,6324575,70273,568751605,94.209,6324575,70273,595835014,541668195.0,568751605.0,595835014.0,27083410.0,5.0000000461537155,54166819.0,9.999999907692567
0,HU,DIOSMIN-A (default),EGIS,REPADOLO,HU2577,FILM TABS 1000MG 20,20,Not reimbursed,0.0,186.848,1253160,62658,234084922,186.848,954796,47740,178401200,196.19,954796,47740,187321260,205.532,954796,47740,196241320,178401200.0,187321260.0,196241320.0,8920060.0,5.0,17840120.0,10.0
0,HU,DIOSMIN-A (default),KRKA,FLEBAVEN,HU418,TABS 1000MG 60,60,Not reimbursed,0.0,100.258,2779140,46319,274343714,100.258,1706412,28440,171080573,105.27,1706412,28440,179634601,110.283,1706412,28440,188188630,171080573.0,179634601.0,188188630.0,8554028.0,4.999999620062063,17108057.0,9.999999824644028
0,HU,DIOSMIN-A (default),ZENTIVA,VENOTEC,HU6879,TABS 600MG 30,30,Not reimbursed,0.0,118.16,849540,28318,97842128,118.16,744600,24820,87981919,124.068,744600,24820,92381015,129.976,744600,24820,96780111,87981919.0,92381015.0,96780111.0,4399096.0,5.000000056829858,8798192.0,10.000000113659716
0,HU,DIOSMIN-A (default),APX HUNGARY KFT.,DIMOTEC,HU2585,FILM TABS 1000MG 60,60,Not reimbursed,0.0,109.777,5943360,99056,632692914,109.778,1792533,29876,196779798,115.266,1792533,29876,206618788,120.755,1791296,29855,216308353,196779798.0,206618788.0,216308353.0,9838990.0,5.000000050818225,19528555.0,9.924064969311534
0,HU,DIOSMIN-A (default),ZENTIVA,VENOTEC,HU6880,TABS 600MG 60,60,Not reimbursed,0.0,100.502,5768520,96142,562256273,100.502,1722580,28710,173123557,105.528,1722580,28710,181779735,110.553,1717966,28633,189925820,173123557.0,181779735.0,189925820.0,8656178.0,5.000000086643321,16802263.0,9.705359161491813
0,RU,HARTIL CORE,EGIS,HARTIL,RU72458,TABS 5MG 28,28,non EDL,,14.676,9305800,332350,138599432,14.676,9932113,354718,145765017,15.41,9932113,354718,153053268,16.144,9932113,354718,160341519,,,,,,,
0,RU,HARTIL CORE,SEVERNAYA ZVEZDA,RAMIPRIL-SZ,RU100725,TABS 5MG 30,30,non EDL,,3.829,1325550,44185,5584583,3.829,2433086,81103,9316836,4.021,2433086,81103,9782678,4.212,2433086,81103,10248520,,,,,,,
0,RU,HARTIL CORE,AVENTIS,TRITACE,RU30865,TABS 5MG 28,28,non EDL,,40.569,593180,21185,24739041,40.569,644195,23007,26134462,42.598,656563,23449,27968019,44.626,656563,23449,29299829,,,,,,,
0,RU,HARTIL CORE,TATHIMFARM PREP.RF,RAMIPRIL,RU124945,TABS 2.5MG 28,28,non EDL,,3.515,2683996,95857,10004985,3.515,2541018,90751,8931403,3.691,2541018,90751,9377973,3.866,2541018,90751,9824543,,,,,,,
0,RU,HARTIL CORE,SEVERNAYA ZVEZDA,RAMIPRIL-SZ,RU101308,TABS 10MG 30,30,non EDL,,4.028,1184580,39486,5351099,4.028,1995987,66533,8039720,4.229,1995987,66533,8441706,4.431,2144566,71486,9502006,,,,,,,
0,RU,HARTIL CORE,AKRIKHIN RF,RAMIPRIL-AKRIKHIN,RU140466,TABS 10MG 30,30,non EDL,,8.31,2602860,86762,19500779,8.31,2625853,87528,21821318,8.726,2661781,88726,23225873,9.141,2665592,88853,24366705,,,,,,,
0,RU,HARTIL CORE,ATOLL OOO RF,RAMIPRIL,RU156638,TABS 10MG 30,30,non EDL,,8.47,2354670,78489,19034815,8.47,2741926,91398,23224197,8.894,2745852,91528,24420323,9.317,2745852,91528,25583195,,,,,,,
0,RU,HARTIL CORE,EGIS,HARTIL,RU72454,TABS 10MG 28,28,non EDL,,18.572,6741476,240767,127196402,18.572,7136290,254868,132537203,19.501,7136290,254868,139164063,20.43,7136290,254868,145790923,,,,,,,
0,RU,HARTIL CORE,ATOLL OOO RF,RAMIPRIL,RU156198,TABS 2.5MG 30,30,non EDL,,5.352,1849350,61645,10198879,5.352,2410553,80352,12901960,5.62,2410553,80352,13547058,5.888,2410553,80352,14192156,,,,,,,
0,RU,HARTIL CORE,SYNTEZ COMB.RF,RAMIPRIL,RU132374,TABS 5MG 30,30,non EDL,,5.352,4778040,159268,24989310,5.352,4379769,145992,23441799,5.62,4359627,145321,24500693,5.888,4359627,145321,25667392,,,,,,,
0,RU,HARTIL CORE,KRKA DD,AMPRILAN,RU75631,TABS 5MG 30,30,non EDL,,14.803,8420040,280668,123077581,14.803,6118192,203940,90570037,15.544,6118192,203940,95098539,16.284,6118192,203940,99627041,,,,,,,
0,RU,HARTIL CORE,AKRIKHIN RF,RAMIPRIL-AKRIKHIN,RU140467,TABS 2.5MG 30,30,non EDL,,5.321,2259180,75306,11752886,5.321,2590045,86335,13781640,5.587,2606515,86884,14562741,5.853,2606515,86884,15256205,,,,,,,
0,RU,HARTIL CORE,KRKA DD,AMPRILAN,RU75630,TABS 2.5MG 30,30,non EDL,,11.227,4216950,140565,47014473,11.227,4183311,139444,46964967,11.788,4183311,139444,49313215,12.349,4183311,139444,51661463,,,,,,,
0,RU,HARTIL CORE,KRKA DD,AMPRILAN,RU75629,TABS 1.25MG 30,30,non EDL,,10.247,553890,18463,5597404,10.247,418166,13939,4285024,10.76,419154,13972,4509909,11.272,419154,13972,4724667,,,,,,,
0,RU,HARTIL CORE,TATHIMFARM PREP.RF,RAMIPRIL,RU124944,TABS 10MG 28,28,non EDL,,4.763,3374672,120524,17045855,4.763,1745286,62332,8312403,5.001,1891386,67550,9458656,5.239,1929166,68899,10106997,,,,,,,
0,RU,HARTIL CORE,ATOLL OOO RF,RAMIPRIL,RU156639,TABS 5MG 30,30,non EDL,,7.205,3980760,132692,27549655,7.205,4136932,137898,29806651,7.565,4056476,135216,30688315,7.926,4056476,135216,32149663,,,,,,,
0,RU,HARTIL CORE,SYNTEZ COMB.RF,RAMIPRIL,RU132471,TABS 10MG 30,30,non EDL,,6.159,5438220,181274,33117518,6.159,5493465,183116,33832666,6.467,5273275,175776,34100410,6.775,5273275,175776,35724239,,,,,,,
0,RU,HARTIL CORE,BIOCOM ZAO RF,RAMIPRIL,RU124943,TABS 5MG 30,30,non EDL,,5.332,1488600,49620,7932564,5.332,1152230,38408,6143716,5.599,1159557,38652,6491923,5.865,1159557,38652,6801062,,,,,,,
0,RU,HARTIL CORE,AKRIKHIN RF,RAMIPRIL-AKRIKHIN,RU140468,TABS 5MG 30,30,non EDL,,6.908,4351920,145064,27734055,6.908,4027956,134265,27825286,7.253,4027956,134265,29216550,7.599,3949620,131654,30012548,,,,,,,
0,RU,HARTIL CORE,KRKA DD,AMPRILAN,RU75850,TABS 10MG 30,30,non EDL,,18.107,4794690,159823,85295293,18.107,4509948,150332,81663211,19.013,4509948,150332,85746371,19.918,4509948,150332,89829532,,,,,,,
0,RU,HARTIL CORE,TATHIMFARM PREP.RF,RAMIPRIL,RU124946,TABS 5MG 28,28,non EDL,,4.274,3759728,134276,17324344,4.274,2435007,86965,10406469,4.487,2324707,83025,10431836,4.701,2324707,83025,10928590,,,,,,,
0,RU,MELIPRAMIN,DALHIMFARM RF,AMITRIPTYLINE,RU95579,TABS 25MG 50,50,EDL,,1.231,2569850,51397,3126915,1.231,772863,15457,951042,1.292,772863,15457,998594,1.354,768955,15379,1040857,,,,,,,
0,RU,MELIPRAMIN,SERVIER,VALDOXAN,RU77830,FILM C.TABS 25MG 28,28,EDL,,54.568,5564804,198743,306549212,54.568,5379236,192116,293536089,57.297,5379236,192116,308212893,60.025,5379236,192116,322889698,,,,,,,
0,RU,MELIPRAMIN,UNIDENTIFIED MANUF,AMITRIPTYLINE,RU33488,TABS 25MG 50,50,EDL,,1.313,1376350,27527,1771843,1.313,1304223,26084,1712412,1.379,1129928,22599,1557745,1.444,1129928,22599,1631924,,,,,,,
0,RU,MELIPRAMIN,EGIS,MELIPRAMIN,RU21402,FILM C.TABS 25MG 50,50,EDL,,7.563,3010650,60213,22940865,7.563,3040795,60816,22998424,7.941,3110595,62212,24702664,8.32,3110595,62212,25878981,,,,,,,
0,RU,MELIPRAMIN,NIZHPHARM RF,AZAPHEN,RU71575,TABS 25MG 50,50,EDL,,4.078,13573450,271469,55224686,4.078,15447945,308959,62993195,4.282,15447945,308959,66142855,4.486,15447945,308959,69292514,,,,,,,
0,RU,MELIPRAMIN,CANONPHARMA PRODUC,MIRTAZAPINE CANON,RU109239,FILM C.TABS 30MG 30,30,non EDL,,26.441,2734200,91140,74363794,26.441,2338203,77940,61825549,27.764,2338203,77940,64916827,29.086,2338203,77940,68008104,,,,,,,
0,RU,MELIPRAMIN,LUNDBECK,BRINTELLIX,RU138299,FILM C.TABS 5MG 28,28,non EDL,,76.273,537852,19209,44457207,76.273,2003829,71565,152837187,80.086,2003829,71565,160479047,83.9,2003829,71565,168120906,,,,,,,
0,RU,MELIPRAMIN,LEKSREDSTVA,PYRAZIDOL,RU68245,TABS 25MG 50,50,non EDL,,3.362,2086800,41736,7234742,3.362,2379155,47583,7998302,3.53,2379155,47583,8398217,3.698,2379155,47583,8798133,,,,,,,
0,RU,MELIPRAMIN,MOSCOVSK.ENDOCR.ZD,AMITRIPTYLINE,RU60410,TABS 25MG 50,50,EDL,,0.551,13017850,260357,7148872,0.551,17272675,345453,9511365,0.578,17496032,349921,10116077,0.606,17496032,349921,10597795,,,,,,,
0,RU,MELIPRAMIN,LUNDBECK,BRINTELLIX,RU132298,FILM C.TABS 10MG 28,28,non EDL,,88.782,2766708,98811,253596927,88.782,3342783,119385,296779502,93.221,3329948,118927,310422010,97.66,3329948,118927,325204010,,,,,,,
0,RU,MELIPRAMIN,SANDOZ,ANAFRANIL,RU22568,C.TAB 25MG 30,30,EDL,,10.572,10423230,347441,110680559,10.572,10461414,348714,110599353,11.101,10567296,352243,117304691,11.629,10171869,339062,118292080,,,,,,,
0,RU,MELIPRAMIN,BELUPO,KALIXTA,RU98049,FILM C.TABS 30MG 30,30,non EDL,,41.24,2753250,91775,117482430,41.24,2112675,70422,87126082,43.302,2112675,70422,91482386,45.364,2112675,70422,95838690,,,,,,,
0,RU,MELIPRAMIN,OZON OOO,AMITRIPTYLINE,RU80543,TABS 25MG 50,50,EDL,,1.186,83842100,1676842,99709495,1.186,55199186,1103984,65474840,1.245,49981218,999624,62249793,1.305,49981218,999624,65214069,,,,,,,
0,RU,MELIPRAMIN,NYCOMED PHARMA,AMITRIPTYLINE NYC,RU29568,C.TAB 25MG 50,50,EDL,,1.202,1622950,32459,1930697,1.202,1745551,34911,2098171,1.262,1745551,34911,2203079,1.322,1731465,34629,2289363,,,,,,,
0,RU,MELIPRAMIN,DALHIMFARM RF,PYRAZIDOL,RU66194,TABS 50MG 50,50,non EDL,,5.462,2047250,40945,11253751,5.462,2157411,43148,11784288,5.735,2157411,43148,12373503,6.008,2157411,43148,12962717,,,,,,,
0,RU,MELIPRAMIN,GRINDEX,AMITRIPTYLIN GRIND,RU58165,C.TAB 25MG 50,50,EDL,,1.214,1215250,24305,1460559,1.214,5985237,119705,7266062,1.275,5985237,119705,7629365,1.335,2192908,43858,2928403,,,,,,,
0,HU,IRON FERROUS-A (default),EGIS,SORBIFER DURULES,HU3441,FILM TABS 50,50,25%,283.5,16.968,8910600,178212,151195061,16.968,10044688,200894,170438273,17.816,6410644,128213,114214591,18.665,6410644,128213,119653381,227391722.0,150562976.5,156001766.5,-76828745.5,-33.786957952673404,-71389955.5,-31.395142651674888
0,HU,IRON FERROUS-A (default),TEOFARMA,FERRO-GRADUMET,HU2672,FILM TABS 105MG 30,30,25%,180.6,18.06,362430,12081,6545486,18.06,367032,12234,6628591,18.963,367032,12234,6960020,19.866,367032,12234,7291450,8838051.4,9169480.4,9500910.4,331429.0,3.7500234497391585,662859.0,7.500058214189612
0,HU,INDAPAMIDE-B (default),KRKA,RAWEL SR,HU2528,FILM C.TABS 1.5MG 30,30,Molecule fix,268.8,19.775,14434560,481152,285443424,19.775,14426344,480878,285280945,20.764,14425619,480854,299529952,21.752,14425619,480854,313793283,414540951.4,428783507.2,443046838.2,14242555.800000012,3.4357415719483515,28505886.800000012,6.876494759740645
0,HU,INDAPAMIDE-B (default),STADA,INDASTAD,HU5510,RET TABS 1.5MG 30,30,Molecule fix,284.55,7.805,1465950,48865,11441740,7.805,1368866,45629,10683998,8.195,1368866,45629,11218198,8.586,3249211,108307,27896099,23667729.950000003,24201929.950000003,58714855.85,534200.0,2.257081693633233,35047125.9,148.07979461503024
0,HU,INDAPAMIDE-B (default),SERVIER,PRETANIX,HU3833,FILM TABS LA 1.5MG 30,30,Not reimbursed,0.0,38.815,4098720,136624,158920931,38.815,4130741,137691,160334719,40.756,4130925,137698,168358967,42.697,4130925,137698,176376061,160334719.0,168358967.0,176376061.0,8024248.0,5.004685229778586,16041342.0,10.00490854385693
0,HU,INDAPAMIDE-B (default),EGIS,APADEX,HU2477,F.TABS RETAR 1.5MG 30,30,Not reimbursed,0.0,36.435,3320850,110695,121004841,36.435,3352158,111739,122135891,38.257,3838810,127960,146860413,40.078,3806222,126874,152547688,122135891.0,146860413.0,152547688.0,24724522.0,20.243453253229223,30411797.0,24.899967365039323
0,HU,INDAPAMIDE-B (default),GEDEON RICHTER,NARVA SR,HU5511,RET TABS 1.5MG 30,30,Molecule fix,268.8,19.705,11713260,390442,230809788,19.705,12020425,400681,236862465,20.69,12116961,403899,250702949,21.676,12116961,403899,262641184,344565517.8,359271000.2,371209235.2,14705482.399999976,4.267833442502405,26643717.399999976,7.732554775102332
0,HU,INDAPAMIDE-B (default),ACTAVIS,LAPIDEN,HU5428,RET FILMTABS 1.5MG 30,30,Molecule fix,317.1,8.645,18334380,611146,158500715,8.645,18300505,610017,158207866,9.077,18300505,610017,166118259,9.51,14834034,494468,141064242,351644256.70000005,359554649.70000005,297860044.8,7910393.0,2.2495442053383603,-53784211.900000036,-15.295063370218845
0,HU,PERINDOPRIL-A (default),ACTAVIS,PERINDOPRIL ACTAVI,HU6044,TABS 8MG 30,30,Molecule fix,791.7,9.835,713670,23789,7018944,9.835,896973,29899,8821732,10.327,896973,29899,9262819,10.818,896973,29899,9703905,32492770.3,32933857.3,33374943.3,441087.0,1.3574927466249314,882173.0,2.714982415642165
0,HU,PERINDOPRIL-A (default),GEDEON RICHTER,VIDOTIN,HU6047,TABS 8MG 30,30,Molecule fix,673.05,31.115,829350,27645,25805225,31.115,863137,28771,26856495,32.671,867716,28924,28348941,34.226,867716,28924,29698890,46220816.55,47816239.2,49166188.2,1595422.650000006,3.4517405123601304,2945371.650000006,6.372392073198902
0,HU,PERINDOPRIL-A (default),EGIS,COVEREX-AS,HU3636,FILM TABS 5MG 30,30,Molecule fix,352.8,19.18,65352690,2178423,1253464594,19.18,67465891,2248863,1293995788,20.139,67465891,2248863,1358695578,21.098,67465891,2248863,1423395367,2087394654.4,2152094444.4,2216794233.4,64699790.0,3.0995475562620562,129399579.0,6.199095064617503
0,HU,PERINDOPRIL-A (default),EGIS,COVEREX-AS,HU2754,FILM TABS 10MG 30,30,Molecule fix,673.05,31.15,8571270,285709,266995060,31.15,8790213,293007,273815124,32.707,8790213,293007,287505880,34.265,8790213,293007,301196636,471023485.35,484714241.35,498404997.35,13690756.0,2.9065973196276844,27381512.0,5.813194639255369
0,HU,PERINDOPRIL-A (default),GEDEON RICHTER,VIDOTIN,HU5798,TABS 4MG 30,30,Molecule fix,352.8,19.145,7308600,243620,139923147,19.145,7489049,249635,143377841,20.102,7489049,249635,150546733,21.06,7489049,249635,157715625,231449069.0,238617961.0,245786853.0,7168892.0,3.0973950472015077,14337784.0,6.194790094403015
0,HU,PERINDOPRIL-A (default),KRKA,PRENESSA,HU5795,TABS 4MG 30,30,Not reimbursed,0.0,37.31,4714440,157148,175895756,37.31,4634765,154492,172923094,39.175,4675168,155839,183152037,41.041,4675168,155839,191873563,172923094.0,183152037.0,191873563.0,10228943.0,5.915313428292001,18950469.0,10.958900029859517
0,HU,PERINDOPRIL-A (default),KRKA,PERINEVA,HU6045,TABS 8MG 30,30,Molecule fix,791.7,6.615,3067500,102250,20291512,6.615,2976078,99203,19686756,6.946,2976078,99203,20671093,7.276,2976078,99203,21655431,98225771.10000001,99210108.10000001,100194446.10000001,984337.0,1.0021168467060269,1968675.0,2.0042347114748176
0,HU,PERINDOPRIL-A (default),KRKA,PERINEVA,HU5793,TABS 4MG 30,30,Molecule fix,414.75,3.465,16641000,554700,57661065,3.465,15383529,512784,53303929,3.638,15383529,512784,55969125,3.812,15383529,512784,58634322,265981093.0,268646289.0,271311486.0,2665196.0,1.0020246063129006,5330393.0,2.004049588592374
0,HU,PERINDOPRIL-A (default),KRKA,PRENESSA,HU6046,TABS 8MG 30,30,Molecule fix,673.05,31.15,1078170,35939,33584996,31.15,1094886,36496,34105702,32.707,1094886,36496,35810987,34.265,1094886,36496,37516272,58669334.8,60374619.8,62079904.8,1705285.0,2.9066036044437986,3410570.0,5.813207208887597
